编码1,编码2,相似度
同侪努力引发的休息不适,自我价值绑定于持续产出,0.5934
同侪努力引发的休息不适,自我施加的完美主义倾向,0.7069
同侪努力引发的休息不适,同辈竞争性参照,0.7710
同侪努力引发的休息不适,自我提升的迫切需求,0.6575
同侪努力引发的休息不适,同伴行为带来的隐性压力,0.7940
同侪努力引发的休息不适,家庭成就期待压力,0.6251
同侪努力引发的休息不适,成就导向驱动的自我要求,0.6937
同侪努力引发的休息不适,内卷环境下的行为惯性,0.7064
同侪努力引发的休息不适,工作压力引发的休息冲突,0.8039
同侪努力引发的休息不适,学业成绩导向的教育氛围,0.7627
同侪努力引发的休息不适,内卷环境与休息渴望的冲突,0.7347
同侪努力引发的休息不适,群体性内卷压力,0.6987
同侪努力引发的休息不适,担忧被他人超越,0.7845
同侪努力引发的休息不适,卷躺两难困境,0.5966
同侪努力引发的休息不适,能力与期望不匹配,0.7609
同侪努力引发的休息不适,自我行为不一致引发的内疚,0.7293
同侪努力引发的休息不适,未完成应尽责任引发的自我谴责,0.6808
同侪努力引发的休息不适,他人成就引发的不利自我对照,0.7611
同侪努力引发的休息不适,学业压力驱动的休息否定,0.7972
同侪努力引发的休息不适,竞争环境下的休息污名化,0.7587
同侪努力引发的休息不适,功利主义价值观对休息的贬低,0.6346
同侪努力引发的休息不适,同辈行为参照引发的自我审视,0.7435
同侪努力引发的休息不适,休息价值感缺失,0.7797
同侪努力引发的休息不适,成绩导向的社会评价,0.7182
同侪努力引发的休息不适,内外压力叠加,0.7638
同侪努力引发的休息不适,早期高压教育灌输,0.6429
同侪努力引发的休息不适,同辈竞争驱动的自我压榨,0.6937
同侪努力引发的休息不适,对成绩与生活的焦虑,0.6791
同侪努力引发的休息不适,社会竞争压力内化,0.7476
同侪努力引发的休息不适,应试教育惯性,0.5875
同侪努力引发的休息不适,恐惧被他人超越,0.6378
同侪努力引发的休息不适,遵从努力型社会规范的压力,0.7623
同侪努力引发的休息不适,目标模糊引发的自我苛责,0.6569
同侪努力引发的休息不适,优绩主义文化压力,0.7344
同侪努力引发的休息不适,传统家庭教育规训,0.6779
同侪努力引发的休息不适,社会大众心理氛围,0.7540
同侪努力引发的休息不适,同辈竞争焦虑,0.7640
同侪努力引发的休息不适,社会功利文化压力,0.7338
同侪努力引发的休息不适,自我价值绑定于生产力,0.6575
同侪努力引发的休息不适,错失恐惧驱动,0.6624
同侪努力引发的休息不适,学习效率低下引发的自我责备,0.6960
同侪努力引发的休息不适,重要他人高期待压力,0.6368
同侪努力引发的休息不适,亲密关系中的能力落差感,0.7026
同侪努力引发的休息不适,教育环境内卷氛围,0.7268
同侪努力引发的休息不适,未来方向不确定性,0.7353
同侪努力引发的休息不适,环境竞争压力,0.7511
同侪努力引发的休息不适,情绪调节困难,0.6344
同侪努力引发的休息不适,社会对高效产出的推崇,0.6829
同侪努力引发的休息不适,忙碌脱离不适感,0.7853
同侪努力引发的休息不适,未来方向不明引发的休息焦虑,0.7022
同侪努力引发的休息不适,自我努力不足感,0.7775
同侪努力引发的休息不适,过度焦虑倾向,0.6917
同侪努力引发的休息不适,他人比较引发的心理失衡,0.7726
同侪努力引发的休息不适,忙碌即价值的社会观念,0.6739
同侪努力引发的休息不适,害怕落后的焦虑,0.6578
同侪努力引发的休息不适,对休息即浪费时间的自我苛责,0.7278
同侪努力引发的休息不适,教育环境传递的功利价值观,0.5851
同侪努力引发的休息不适,勤奋崇拜文化,0.6708
同侪努力引发的休息不适,同辈努力感知压力,0.8130
同侪努力引发的休息不适,竞争性社会氛围感知,0.7558
同侪努力引发的休息不适,多重结构性压力叠加,0.7295
同侪努力引发的休息不适,就业竞争压力,0.8062
同侪努力引发的休息不适,应试教育导向下的时间紧迫感,0.5619
同侪努力引发的休息不适,高竞争环境下的不敢松懈心理,0.7237
同侪努力引发的休息不适,表面努力的压力,0.7310
自我高期望引发的休息冲突,同侪水平相近时的攀比压力,0.6561
自我高期望引发的休息冲突,成就动机驱动,0.7376
自我高期望引发的休息冲突,重要他人期望压力,0.7156
自我高期望引发的休息冲突,同辈努力参照,0.6191
自我高期望引发的休息冲突,社会焦虑氛围渗透,0.6917
自我高期望引发的休息冲突,机构文化强调自律与进取,0.5244
自我高期望引发的休息冲突,就业前景不确定性带来的压力,0.6946
自我高期望引发的休息冲突,教育中缺乏对休闲正当性的认可,0.6314
自我高期望引发的休息冲突,未完成任务压力,0.6856
自我高期望引发的休息冲突,早期愧疚导向的教养方式,0.5841
自我高期望引发的休息冲突,外部高期待压力,0.8015
自我高期望引发的休息冲突,自我成就标准过高,0.8158
自我高期望引发的休息冲突,对他人负面评价的恐惧,0.6723
自我高期望引发的休息冲突,无意识的社会比较倾向,0.6967
自我高期望引发的休息冲突,同辈群体的竞争氛围,0.8200
自我高期望引发的休息冲突,社会竞争压力,0.7899
自我高期望引发的休息冲突,自我要求严苛,0.7135
自我高期望引发的休息冲突,内耗型思维模式,0.6690
自我高期望引发的休息冲突,过度关注他人表现,0.7534
自我高期望引发的休息冲突,资本主义社会对人的异化,0.4679
自我高期望引发的休息冲突,价值条件化的教育影响,0.6346
自我高期望引发的休息冲突,社会内卷与经济不安全感,0.5751
自我高期望引发的休息冲突,同辈学业努力对比,0.6180
自我高期望引发的休息冲突,自我成长期待冲突,0.8309
自我高期望引发的休息冲突,家庭优先学习理念灌输,0.5575
自我高期望引发的休息冲突,学校内卷化学习氛围,0.6609
自我高期望引发的休息冲突,社会整体内卷风气,0.6087
自我高期望引发的休息冲突,早期习惯内化,0.7079
自我高期望引发的休息冲突,高压环境下的自动化思维,0.6221
自我高期望引发的休息冲突,社会结构驱动的内卷压力,0.5881
自我高期望引发的休息冲突,过高的自我要求,0.7498
自我高期望引发的休息冲突,环境压力过大,0.6878
自我高期望引发的休息冲突,成就导向的自我价值绑定,0.6926
自我高期望引发的休息冲突,外部认可依赖,0.7711
自我高期望引发的休息冲突,未达自我努力标准,0.8044
自我高期望引发的休息冲突,焦虑敏感的个体特质,0.6514
自我高期望引发的休息冲突,高压竞争的社会环境,0.7791
自我高期望引发的休息冲突,应试教育塑造的行为惯性,0.5980
自我高期望引发的休息冲突,过高自我目标设定,0.7705
自我高期望引发的休息冲突,自我效能感不足,0.8002
自我高期望引发的休息冲突,过度关注他人状态,0.6883
自我高期望引发的休息冲突,自我敏感性过高,0.6805
自我高期望引发的休息冲突,未来目标模糊,0.6425
自我高期望引发的休息冲突,奋斗文化内化,0.6878
自我高期望引发的休息冲突,奋斗价值观的文化传承,0.5993
自我高期望引发的休息冲突,群体压力氛围,0.6314
自我高期望引发的休息冲突,自我效能怀疑,0.6785
自我高期望引发的休息冲突,社会生活节奏压迫感,0.6513
自我高期望引发的休息冲突,高自我学业标准,0.7831
自我高期望引发的休息冲突,升学目标驱动压力,0.6645
自我高期望引发的休息冲突,学业压力内化,0.6492
自我高期望引发的休息冲突,休息引发焦虑反应,0.7351
自我高期望引发的休息冲突,早期价值观内化,0.7193
自我高期望引发的休息冲突,同辈压力驱动的自我监控,0.6923
自我高期望引发的休息冲突,理想自我与现实行为的落差,0.6958
自我高期望引发的休息冲突,自动化负面思维模式,0.6778
自我高期望引发的休息冲突,社会攀比压力,0.7567
自我高期望引发的休息冲突,弥漫性焦虑氛围,0.5974
自我高期望引发的休息冲突,亲密关系中的价值评判,0.6535
自我高期望引发的休息冲突,家庭权威的期望压力,0.5937
自我高期望引发的休息冲突,教育者传递的绩效焦虑,0.5493
自我高期望引发的休息冲突,高压教养模式,0.5522
自我高期望引发的休息冲突,成就导向型人格特质,0.6576
自我高期望引发的休息冲突,目标紧迫性感知,0.6899
自我高期望引发的休息冲突,计划秩序破坏敏感,0.6079
自我高期望引发的休息冲突,效率至上信念,0.6800
自我高期望引发的休息冲突,竞争压力下的自我不足感,0.6924
自我高期望引发的休息冲突,外部比较压力,0.6387
自我高期望引发的休息冲突,内在认知偏差,0.8376
自我高期望引发的休息冲突,职场与校园文化规训,0.6205
自我高期望引发的休息冲突,同辈压力驱动的休息不适,0.7740
自我高期望引发的休息冲突,好胜性格引发的自我苛责,0.6942
自我高期望引发的休息冲突,技术加速带来的紧迫感,0.6423
自我高期望引发的休息冲突,对未来不确定性的焦虑,0.6271
自我高期望引发的休息冲突,生存与生活压力的内化,0.5961
自我高期望引发的休息冲突,他人评价的过度关注,0.6856
自我高期望引发的休息冲突,幸福观的绩效化倾向,0.5989
自我高期望引发的休息冲突,多源压力驱动的应然自我期待,0.7503
自我高期望引发的休息冲突,自我设定目标未达成引发的内疚,0.6843
自我高期望引发的休息冲突,代际劳动榜样内化,0.5645
自我高期望引发的休息冲突,社会推崇进取文化,0.7212
自我高期望引发的休息冲突,个人要强性格,0.6603
自我高期望引发的休息冲突,高自我要求与完美主义倾向,0.8141
自我高期望引发的休息冲突,时间经济化观念,0.5865
自我高期望引发的休息冲突,勤劳美德内化,0.6176
自我高期望引发的休息冲突,制度性过劳常态化,0.6367
自我高期望引发的休息冲突,社会成功话语对休息的污名化,0.6474
自我高期望引发的休息冲突,教育环境强调持续学习,0.5087
自我高期望引发的休息冲突,社会内卷氛围压力,0.7712
自我高期望引发的休息冲突,高压环境下的休息无效感,0.7434
自我高期望引发的休息冲突,同辈竞争引发的休息愧疚,0.6925
自我高期望引发的休息冲突,就业压力,0.6720
自我高期望引发的休息冲突,时间管理失当,0.7722
自我高期望引发的休息冲突,广泛性焦虑倾向,0.5671
自我高期望引发的休息冲突,内卷环境引发的竞争压力,0.6130
自我高期望引发的休息冲突,就业市场焦虑,0.6784
自我高期望引发的休息冲突,休息等同于生命浪费,0.6964
自我高期望引发的休息冲突,对未完成任务的恐惧,0.6246
自我高期望引发的休息冲突,对目标的矛盾心理,0.8368
自我高期望引发的休息冲突,未完成任务的压力,0.6714
自我高期望引发的休息冲突,群体学习氛围的压迫感,0.5981
自我高期望引发的休息冲突,就业前景焦虑,0.7493
自我高期望引发的休息冲突,前途不确定性忧虑,0.6809
自我高期望引发的休息冲突,家长期望负担,0.6709
